Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Population,GDP,Energy Consumption,Energy Exports,Energy Imports,CO2 Emissions,Renewable Energy Jobs,Government Policies,R&D Expenditure,Renewable Energy Targets,Average Annual Temperature,Annual Rainfall,Solar Irradiance,Wind Speed,Hydro Potential,Geothermal Potential,Biomass Availability,Energy Storage Capacity,Grid Integration Capability,Electricity Prices,Energy Subsidies,International Aid for Renewables
France,2017,Wind,81646.65276664763,28458.271094763248,4608725826.6154175,149885625,116997143143815.1,215173.0207691911,2536.686936789436,66575.62458472294,408752.0775235573,153465,0,7610862500.054599,1,-2.5502597026005684,745.7117920030217,241.16630444898075,6.906566603234082,36.50489865135713,80.02965612225478,93.70542451269364,805.0791585189178,0.2374729643633969,0.2484680277604923,729909518.3147196,721874582.9378306
China,2019,Wind,58185.2464314163,32964.868207919535,1492233960.3324907,1377716101,142370656216646.4,535104.897635327,48969.979583013934,8551.219411228118,945850.1421368698,806150,1,4826356352.8396845,0,30.487259610296675,1368.705802941177,145.42715241200904,0.9069526491883234,69.36902101158736,83.87883542075754,24.12020741193691,20.511987100464893,0.7517274041388132,0.2860572215661611,631983918.90118,723499319.0096117
Australia,2007,Wind,82303.455942848,13671.900447970404,2952536191.7291937,883214834,17581188111595.754,855082.6874424623,73792.14004992964,94315.39482263546,50656.02500942544,255363,0,5081106215.732565,1,2.03712118560914,2166.653407895991,123.7357834416234,3.703225847796871,78.81577398276042,42.10733858670671,25.086232093163492,489.83984725941576,0.6642005028196375,0.1039494867749507,881350765.31449,678480069.121788
India,2011,Wind,99696.60640309867,32732.96304558784,3498935413.860677,43200308,94001974540684.23,799920.8030478146,92446.73721878204,2502.09416494215,1124.7684579939005,232087,1,8559479236.234231,0,15.196853300015388,949.409039679006,282.1588155803398,8.180299104478543,43.4192127093183,15.262536186028386,88.4530130136945,480.6594534104493,0.3550665821346417,0.4913613453201129,129612466.13158377,276675399.4551193
USA,2022,Wind,35753.147614753034,10077.596529946151,8417538909.239724,290458292,148629005503754.9,205728.34559934167,54730.1330097759,47181.64496435225,410423.64216333866,663523,1,9991966891.152058,0,12.665352975242088,723.809049918063,152.1552234532876,3.800966513985784,12.858885269319586,79.39489653550699,20.05351565959177,990.25504385468,0.6587266768894722,0.4524920540377868,66386739.14307386,929541070.0037192
Russia,2003,Wind,15344.98005143941,36328.3881825968,1352071928.2080488,308133434,131248048355095.44,999176.5856536662,13394.156320022284,93862.94708926317,887539.748898895,756674,0,8668648619.23413,0,33.03035072354909,2945.50420249956,127.61312022969436,8.014796192103153,72.71376694390653,91.24932512679293,94.31932930606013,878.3789841897975,0.100840974045678,0.3285573348325693,487348065.93388295,676547320.1578877
Japan,2007,Wind,71513.79858013621,29381.05657077441,8678697055.542109,918713759,35934554247261.88,755371.1964413889,72961.9212545749,43793.15528284734,364566.306964396,93857,0,1303316903.6231546,1,16.592071772760722,1465.9280012103095,127.77465790009336,11.392505174038012,25.551318222982257,64.62187756847452,33.44400455553351,537.5574238967446,0.9245947613034042,0.1373356669042073,101119321.9548192,875396345.5767566
Brazil,2012,Wind,30318.88622762899,28509.431508756643,2331416295.6051474,1100399259,128147674381589.88,132903.609860241,16496.146525019354,76504.13292480016,526533.285756809,280189,1,6308336256.736199,1,10.511903595572388,1735.2406133342463,285.759452618035,1.5083200318005057,97.88955460743068,97.76444831884557,1.2198427861424777,777.2954434022587,0.3729713267092495,0.2383911723204672,406641030.6028671,902495361.4786584
China,2021,Wind,14073.061564795084,27072.38922972749,8862572128.388062,1005285383,84022609362149.44,460026.9812793727,7710.480665495741,46825.36549671052,770248.2836316194,339735,0,9468779535.015057,0,13.486154400441432,437.8214247400156,106.36806429546908,6.919596814085128,4.424650686057452,27.396106760142448,51.727516586870905,199.5505048833657,0.0858583706063349,0.4717933257331642,744759472.4441824,489084976.05248094
France,2003,Wind,94246.110084646,33440.96989896193,9259676518.24156,93355698,34247396827772.92,908624.4346128016,33086.66819387433,52314.72148073308,141162.68853271098,981013,1,7102604813.147875,1,21.63135138397781,1604.1778354114376,193.841084426628,6.208479191804364,30.853274748599947,20.006577607532204,19.18809227438888,825.7900866028683,0.0881904336747853,0.3625769850319325,74807768.21584561,104772050.52827936
Brazil,2014,Wind,28225.767805181928,26266.39899576476,2253835181.2192216,1280166185,32463682918604.13,804317.0382365086,14270.12600425985,55686.861085446326,878066.8930634406,645489,1,2347279168.0000544,1,-5.365608068190633,2873.2898667728005,198.24205619952767,7.754258395681036,95.8541487494372,53.74917351866222,83.90842151270246,166.24076290033312,0.7029243635396567,0.280303642072911,292446856.6738422,472770175.2738152
Brazil,2002,Wind,10442.739811336069,13313.357593812629,5991604669.216872,1312935564,46400821593014.95,551527.128521333,96170.6519992432,98475.66674280063,256602.0756694923,559156,0,5394507172.296448,0,9.103233104150334,2767.275680740704,251.78825861601095,11.011421073226126,68.4951719748264,92.34768465686116,37.84440801109478,532.9944034645839,0.0346066709739047,0.1579753933833916,554964385.5427974,304489827.17788166
Germany,2021,Solar,54203.578975858894,7809.4511081092305,68589281.05116121,1412465835,63602748445715.52,561410.0785828962,72914.27734671228,7217.700169224921,923396.9320035854,162354,0,8721087198.80413,1,29.832588666528597,1484.6837843847993,250.343043305469,14.242150336241652,64.66084667370721,87.23073866042928,43.09506021767079,944.2785069995064,0.2923459602451708,0.209438904760644,380518790.7195427,688633089.7630516
Australia,2018,Wind,44617.0927813665,40684.213459796105,1782731442.6070929,324046150,137623789600718.69,952018.2082776026,78958.8583410967,83792.68429057598,912594.1376727507,985753,0,4838691111.363061,1,0.3090800737925647,2925.87504340019,200.48450818518927,5.275309104870778,95.10358275468391,2.006744854388487,64.86090894142148,818.3487714059683,0.3488980186079068,0.1400545423390623,771971694.5905828,38496789.37032896
Brazil,2019,Solar,11755.570249297318,33452.143844680795,4147890343.092042,418011535,52325692753308.66,615252.2588954032,75461.23261103936,65207.09528743047,308421.6994158474,386025,1,3308868751.897863,1,30.129684129412446,2974.1665883703117,195.00478321063983,14.396618950609152,16.01036598494774,58.33616486419546,94.62290607900516,719.9058523477192,0.1283300815372428,0.3739869762152363,474193996.8745924,276221209.0235891
India,2002,Wind,12508.934469761538,33013.86554336434,9997386703.394373,1454697482,127734240025242.98,212600.17830888837,6395.42273992892,89164.13535201455,87001.69200479824,963604,0,4083662139.278044,1,12.956201961386064,2376.4364683307463,136.54807807734693,5.558360853519128,77.56752423494623,69.59601684900419,86.77508152163527,611.8501832422526,0.5556622929149126,0.1607563538457176,167195322.499744,371561317.51228446
India,2017,Wind,80641.46031011768,43405.8857230207,4534542809.850838,101618448,26923985013285.83,846345.4558012537,97943.60050960277,63281.978093756574,732653.46584381,387502,0,4527871925.419446,0,20.08313189979216,407.3385712510638,257.8682877071542,7.86774466048483,31.558105846923,89.5815346298964,90.33603333307128,958.1332738445192,0.3785329197415515,0.4303999873638792,864388127.4904135,385106557.6933372
Germany,2018,Solar,20529.772512945463,23812.33193441149,984894877.4557742,954143200,177166223578910.28,195281.520697211,83248.2333248898,69065.02610400782,319171.09122548014,891733,1,1400290664.639273,0,21.037068971523865,908.1234787769472,255.05955518113583,10.901403695141504,9.191825478284256,95.69769199918566,82.37203747568078,756.4910215665479,0.6695659986334669,0.4148582400955325,14171571.351927895,158204621.52635232
USA,2002,Wind,74974.43613499023,6736.96477743588,8090048853.807808,1081768758,130768925965769.64,179317.07690847554,86213.03732750427,93898.395243228,212714.2108567216,831236,0,8972132314.951591,0,7.027767577346459,623.589932408146,165.49393412358938,1.35967986326962,6.111115398376654,93.51245448998176,49.2889968272627,311.00558034418214,0.8492123314477171,0.1076509861141002,257716930.96607545,643241862.2165643
France,2021,Wind,4671.629838388276,37232.079574448624,2137821099.167098,854403039,140689017193184.12,443818.9439188162,33915.715784383305,45101.9200956529,404058.7586397023,593020,1,4060646281.6082687,0,10.347102239404858,2356.6509125792927,191.02547740483655,11.02614473156255,82.30815461213486,39.12520666876309,43.90894307394532,543.6238514963952,0.8840469863417287,0.2904775405420617,739430725.206281,548781599.1616169
China,2004,Wind,50194.8231495685,10378.3376253412,7648197452.810811,1496883481,177099809830693.9,725971.7887023276,28607.456404320128,94496.5974094401,441254.0553605922,105515,0,9198030083.565472,0,22.4737363822802,2479.0399871245872,152.60687284430009,4.8908881908006885,82.26357673880828,62.30429573256606,78.90486846048648,548.5391468638542,0.734135138524144,0.1246816319297563,973929529.9054852,997579724.51529
Canada,2001,Solar,30034.831196843723,34570.97292134312,5479455472.908275,755321699,71196901496229.05,577281.5299153054,78452.81857152132,54445.1355791633,814577.7802271681,528148,1,270516840.73812205,0,35.216566464418776,1164.6031183532132,216.92869299853595,7.936143644730013,24.87231799801458,5.032061679664047,95.33316425533825,584.8091520208563,0.6210257543253238,0.3426077134379156,233850990.3073276,228881430.19744375
Japan,2005,Wind,79304.11376384838,38549.079996466186,417122300.5325224,1450207582,106335858515739.48,720605.5143957372,79680.62718622584,65437.54683599203,749409.8733453783,971032,0,6887930034.586533,0,22.4782998026501,1205.7165076203885,256.5315507322041,5.629544918229029,28.835533365902865,91.22561547694995,76.36720186260972,651.4216374439239,0.97720569174825,0.4582079533118433,739992961.7819185,673014867.8948274
Brazil,2002,Wind,44390.513914972544,20046.886990523384,7145082698.235677,1158524117,88286659089555.94,16594.931627321934,58158.45680202719,85629.08099320176,127174.50455035172,984345,0,5048676347.98287,0,23.96269979582342,2687.2502595330548,201.41559251062236,7.264990389211083,18.409494064639357,71.89613216292348,44.82479372728208,517.4526592931936,0.2052603095460579,0.2168832629812402,636388155.5773926,698452286.595039
China,2014,Wind,64766.49971827075,47143.36765106452,6208111755.234672,311195733,198550860960582.84,162762.93001824725,98071.52489712786,89381.3207367983,72869.43285943741,364019,1,6497200089.496314,0,20.743918037110223,1679.51618980049,160.4181935977389,5.690673971129136,87.77881854746784,31.86434373033892,38.90690390445324,388.0195570867106,0.7594223593309911,0.4121082820810915,163298280.43767625,881633788.4286989
Japan,2001,Solar,74690.03381141232,3981.2997655217455,5183239337.472985,1001176760,126883411864536.58,825703.0068698323,40176.31989799563,91100.04632921574,561556.4885371564,166763,1,4362454421.904635,0,13.35845007836155,941.787259316568,191.7804668209034,3.788492772389419,29.95463572398934,8.42179833966451,38.87956041787118,756.6764301243355,0.8866196737221879,0.301078980019635,301786609.17587286,912743773.6328856
France,2003,Wind,60974.960527706426,3738.285787744687,8112190408.562242,398977765,95822530408693.86,580786.1365154589,27962.36268386883,39866.34727767048,954468.3223035652,563169,0,998181699.8891044,0,10.648437866918435,464.4588561654672,138.36220248787262,4.1991774766747465,31.645036293495565,30.351832433684965,11.224672216682375,135.3800138301886,0.2970471552785185,0.2761876614743544,725399514.9491012,151170993.10777435
India,2004,Solar,35191.326510917235,39023.69841812796,8573147988.84131,832146180,173582110597229.7,937214.7283334152,34704.509153836574,6123.147136760172,893422.4016516337,68664,1,8880924763.74812,0,2.729216035933732,2616.4654652305944,163.97564234640993,9.315420247201814,52.89196871945238,21.88072113925624,90.91558883651176,771.2504609057877,0.6459851531443865,0.0707897622297743,282081680.3797027,112735847.39267008
Australia,2002,Solar,22026.00263194752,42339.07612617848,7344065461.864826,1208735900,50850675898797.86,246910.31537794383,96672.98263494125,74801.04857186285,802476.8040455894,863105,1,5722638691.534436,0,10.251007781596098,2048.8740859913723,289.5997097795695,2.205458289913304,12.903229288967866,57.26752494315074,76.91550375047635,754.8954670652039,0.6017011432518216,0.1468283745844097,432404009.77266407,107278899.0805897
Russia,2015,Solar,28480.94584173426,2779.566148213739,9462750264.28482,327405573,42903786070474.84,753968.8416178346,6759.404149031955,75409.22495831917,879724.2829814532,752749,0,9532372048.748869,1,26.66237532717777,2423.3635717996103,131.20248489098745,4.400801370507896,49.56101800498066,29.60232836139157,82.08474363672336,149.73311296815336,0.1167546111123893,0.247745620313159,627366404.8439924,375170377.6245325
Canada,2001,Wind,90637.01730680311,21974.23633465785,4624372443.927789,873120182,66872258515273.41,356924.26372007653,24234.55555549796,38559.974513253066,950213.902213812,567717,0,5833392927.120936,0,37.70358476417122,1811.1985035871571,238.8619722604004,7.0315892106147935,39.20598007944067,56.89038133954103,98.3376651864002,998.5883531828476,0.929819915704403,0.3637779019991238,5181391.705838067,917569828.6765218
India,2021,Wind,4874.2810408867135,46080.3675863426,4544415117.635195,501974406,184886208049211.47,951294.953643746,95688.26201681822,66748.64040578742,502310.7722798174,434563,1,5762027761.97344,0,23.90191189956994,1185.6635951058597,296.2304624062724,2.01694177980052,83.03720592803529,43.85780483101993,45.401925830451184,806.241499466183,0.3647328071155583,0.3316602171746207,731676130.4215109,731341677.9050972
India,2004,Wind,97043.10280407028,44392.45403843865,1159750131.6741126,228554522,141419901130062.16,809530.9673213561,37829.43916756704,52486.45498153557,579119.9835457037,429167,0,3420245341.2700577,1,-8.671462024989804,1112.8787889118637,124.6282824252529,8.583972038512067,54.76720448639594,60.11927396668349,14.187768237359666,419.080023012658,0.035940449458193,0.3921735582704166,763315413.2188274,909214893.6460614
Canada,2013,Wind,51668.61251647111,2353.378077931826,6561285511.7703705,905090455,76614129404199.58,395506.8902870326,41000.69667740815,93430.50822661124,988620.0464406988,877645,0,5428341104.320388,0,0.6769532264610838,1260.5227917416646,291.20179567711773,10.14315824222579,84.53359583460488,7.632015519506973,58.24251594711743,830.2959131085562,0.8076440606297945,0.497133760285109,201982272.0769975,783798151.7356952
Russia,2019,Solar,29384.793080866893,15004.518517495506,8927088209.73655,368954468,49255982579922.78,747473.9524752185,34059.35011485913,94242.5003423292,379073.4012312288,239707,1,4131096674.73174,1,39.2796719967749,2543.210038055974,120.79414401477813,12.139677959019766,3.497281510325745,22.09465690306709,43.59617627567569,407.67900910827535,0.1077756430597184,0.3086326923601484,98160544.3314112,170221345.8203527
France,2000,Solar,68331.6530760019,47264.39889663353,9429459570.452234,1254852229,47384975802729.38,161307.8078943418,48244.65430854028,7772.102688567082,728241.6466827268,109821,1,3018076218.876675,1,8.316495072859457,2419.538794131922,191.9473133809797,3.177294037750373,65.22325256938713,23.145689984006456,77.04932206181286,221.98656528364643,0.5090814530311074,0.3180000266614864,780290787.3835192,132368232.04366262
Japan,2016,Solar,80645.63520979625,25428.83353262544,3463718278.294118,319012582,6065112408407.165,850029.1827622382,57001.50230476853,71809.45193634843,205707.65954513752,743969,0,1789672657.726678,0,19.99078510500641,2303.778868994621,136.94032489419985,14.951472966647197,47.14653893321701,96.65035180110073,60.45654297436229,772.1274041082105,0.0429949307343736,0.0902115762002214,654542535.800163,315217597.9746172
Russia,2022,Wind,92926.4914289478,33483.52935796564,4962067772.5457325,455807194,73156256355708.36,881120.3551946803,38969.79278754551,36598.57929697802,783872.0390986297,407812,0,2945728677.264821,0,5.302792934654431,256.90385021303337,170.62652688470496,9.361798139985472,76.80180910743745,88.18944446519464,37.92064878300332,616.3041116757008,0.7841126609718044,0.4166474452686637,852923177.2519345,967996360.2798566
China,2017,Solar,55113.24242399083,6425.209080504889,1800639271.9995422,313704241,140810420018589.22,464052.683811362,50498.08679937838,49819.13788859527,459126.9386636118,929444,0,4596327305.718909,1,-5.865668518009301,2808.8794583605168,214.56710893261757,1.7306287818029429,42.14881901116239,69.77174830535968,73.82505391684265,671.0377385720338,0.3021775245270703,0.1297176111107066,56646258.87408338,454411696.2988686
India,2003,Wind,47064.24583218112,10203.264771851003,9052044082.27312,1316539099,4027248104423.064,217183.5760604537,7865.245675920831,63713.57002776685,796363.759390197,822385,1,2140785223.669784,1,15.831559704304013,2647.8215404580337,289.9378138252039,1.6827248304996107,67.54835342160159,60.45397096542072,94.06081129371908,922.0086186781328,0.3062634512104616,0.2502879638382195,276780581.0678562,497455386.7687111
Brazil,2023,Wind,47392.77452879399,27944.245361229136,3582928191.9703927,1267613103,46845503130121.375,494158.2844331084,32770.04453154429,97417.12413643108,322852.7799717337,815255,0,666756757.1865884,0,10.53438261358395,1778.0787954834875,180.05226620517948,12.489290208709194,11.802085618949476,54.62170545821285,53.54681806416853,143.94236930496982,0.4619862145678886,0.2605168761118472,62178404.66367059,442057630.0684748
Germany,2016,Solar,41501.83253692402,22751.90428370821,1954184959.2363408,135306634,16858888103396.42,673443.3805032332,53120.19772365092,43723.47270271862,83423.8966224476,375894,0,2049812366.1210344,1,7.181522587946741,1628.7232134866383,203.6190284508076,10.821061194540322,49.568755951094566,31.00462454595405,45.46302861020454,833.5042325721014,0.1048774480577128,0.4030026433551646,100001607.12055027,304807821.16963494
Australia,2006,Wind,61007.89942415702,35500.28446777934,6321123876.667404,1328753637,74617551299666.8,684673.3526229113,37762.64295448647,10145.162618076163,865798.2963283611,965154,1,2698164496.293114,1,16.828245795857676,231.92998323757809,248.03440984856195,7.954752922564906,78.27226910495258,51.00605563122659,99.02379231150714,595.6727257458687,0.3682073985820229,0.3496199048482818,197715583.97878683,888114879.3647699
Germany,2021,Solar,69110.30273166766,1600.0852861149135,8550041699.834029,500965028,53384796167062.336,512267.0914537683,22131.13334608508,4929.405980680053,57274.84897940495,514169,1,4099020035.9492927,1,-7.964473008601377,1349.097421669269,268.93581072558663,5.108221127215387,75.14871954034416,35.548457840719664,24.7737259087881,569.6105824787688,0.6661170610529499,0.3976999219248529,313176781.2909143,278437874.9787847
France,2000,Wind,74584.1503687362,34817.29629947534,2031265830.651396,1320241007,13328585304434.115,679526.1117716852,75529.09183791546,58945.07109334316,501263.2490288632,680165,1,361690879.9503169,0,30.03430850051108,1023.1855966356771,274.339265303843,6.351837024848897,27.65300441093516,74.03966207492697,44.66893947784095,307.6624266056075,0.5015792569551455,0.2087293005973436,696643405.3479557,506524456.4120798
Japan,2017,Wind,56029.22645255138,45079.70005466942,5625618232.601594,358379653,170666623504709.53,830750.5599481318,74126.36940311309,66513.21860367474,256558.81878289697,54810,1,8639953685.781822,0,27.61796782053965,1720.9258637191697,230.5878218833629,11.205213566167467,92.76953671675363,5.978138319096759,94.53371916794796,799.672342101313,0.2626679086469766,0.2486717086412812,488663332.1377913,150629739.30686438
India,2021,Wind,40291.20309583494,39431.22637961201,628100153.0820343,939608990,152769188229236.12,891942.7794746979,15845.837936457025,37535.839945936365,403609.157193252,327803,0,2456604071.862075,1,12.100183540440485,419.31690963094616,218.68983802824312,8.296734439993314,65.62339882651433,69.1493682201017,84.6438019951316,779.1320792537838,0.9700110786670274,0.1479236083623467,223478248.6358614,744534120.3512602
China,2017,Wind,35836.829531888274,8281.575286402487,3471068539.0141344,123258623,159169947980374.5,286522.55622271256,59198.83151573179,20702.490924358077,294451.01925673056,136388,1,3549024742.2367554,0,22.697036374591363,950.7243461899326,129.9581366168786,3.804749958119317,57.60816610900164,15.685848272722524,74.93989162944249,596.9555234408067,0.6541951903536235,0.4500716431764615,456017612.9387317,721743290.1417861
Japan,2001,Solar,20492.38005164256,30921.949790283288,2303756667.151477,744429899,26589283443714.062,62626.43257251585,53386.69639758538,49541.176775607935,349137.3637998516,719701,1,8475763957.061834,1,35.95145016692165,616.9024748487536,294.7248370621064,4.553080050738048,80.40479648588452,69.57414367090516,50.49767041869697,252.97410994278948,0.8518281055284448,0.2658983102834616,51195811.18627253,324431226.3795101
Canada,2016,Solar,11838.062515609465,13631.037092349015,4482997879.918302,231320314,187141648936125.9,466380.88006815006,17614.310444014627,35251.92736659514,488400.7930960208,961917,0,8441744390.67088,1,-5.8622023969151975,2774.57519031029,183.88626452727027,6.690322570788824,23.328027490831094,81.49514250085119,34.41654341015635,644.195746588663,0.8398568650476881,0.3814127068882051,991907046.1273308,482438936.1640382
Germany,2023,Wind,76671.76322982342,36351.89084500614,7709885305.138015,1311679961,173802480958622.1,411025.0403198763,88886.34196633083,95253.8714800556,551359.4682057209,631096,1,7661585322.910205,0,23.60810816354572,1982.8661275716051,140.90505417771396,4.506032917874929,99.38089429113236,38.56939043088635,11.107677428071682,779.9640921949283,0.2570581330377198,0.1643105217504097,439200902.0623098,89075598.56497231
Japan,2007,Wind,13384.833017284562,1667.3149875021145,9295141310.30029,1037895921,93759302455142.48,958143.886772164,8939.991391608975,15197.58777762979,90058.86944715779,547188,1,9109697947.000534,1,13.009016290093331,1087.833009715367,200.60408972137944,0.6630686215487386,50.33698616812066,72.61180164407317,32.547199189878285,848.9700588848754,0.6342790118598166,0.2499104130981143,991248892.7414676,315142956.79300606
France,2008,Wind,58067.91883850065,17943.253857461343,8134754408.201191,999874286,169196613432184.47,769133.5858007872,11444.049112714214,69893.35331640602,238608.6155222828,880736,0,3199729396.0745325,0,24.02598689875134,609.5218799593179,113.56210734803008,2.7734183811506536,15.422563488167206,44.594332583857486,43.50032335524025,27.570735909366658,0.1014747627247869,0.1784958274841196,985862015.5742424,538258053.6798369
Brazil,2017,Solar,56296.69452286733,3082.16347239652,3554187944.309329,1009631084,102211490197218.69,906910.2119870452,35526.784436694805,41712.223749590135,604168.5708135464,398508,0,4223826372.02221,0,22.561507094563183,1703.349492830815,213.6135344324797,11.803968224770834,79.01419964477905,62.379692578509896,30.0536987994665,213.0620005289512,0.917178262672104,0.0821082481841466,69393622.09970999,338188488.62242603
Canada,2020,Wind,69720.84530511913,30416.050688706076,5906358548.656367,110200235,196918647345875.44,662237.8182754075,31487.19342877731,23062.312550741077,284034.1290000328,89429,0,6282989242.603922,0,31.73221178057705,1406.568870103616,160.6420045715765,12.301545528612332,59.22269815461001,59.88353490544592,56.24972126534071,446.0989193258404,0.7517014485956548,0.0931625279576117,625041529.5911611,404150594.322022
Canada,2022,Solar,6174.219761628034,14702.803699565602,1565431536.0253727,1018180590,68095526758555.56,124239.70971043136,59137.31735765863,45810.74787973966,438368.55784467794,827770,0,7140536688.035428,1,14.761926125087708,961.868894637778,232.6144060109303,2.582069351361371,87.9129814931238,48.8740145248065,34.075805952303384,901.7954502218568,0.268476457441003,0.0793297299722492,576882942.4860315,422457733.03977525
Russia,2007,Wind,62652.68032018129,24060.66978305401,8093033652.755764,945619541,97132338855771.69,561124.9201772519,97804.835547679,94603.4457942406,394954.0014671125,72532,1,1795072609.101642,0,31.36392947761021,1430.2324663828394,222.45567679185217,13.638754259451334,99.17355552822472,14.464792212262669,40.15411628392347,337.5642508730689,0.6706143477352375,0.143671511886333,20086628.076821,638407618.7875806
Russia,2013,Solar,12559.008070827844,47867.66792711936,8102848856.723985,638992383,123177677073337.28,708483.3407833164,6400.928865828672,53259.847083312,819959.5439614749,946232,1,5194064781.985875,0,-9.123223413294031,1870.0368918687616,231.45169422710052,0.5500832615978707,2.627080128895209,16.160336822948974,41.848097479280966,523.662665595398,0.0983995686607268,0.0605244366015131,106274044.02267748,964998811.7096288
USA,2002,Solar,35019.811846850025,1849.2023445492052,6910146094.444881,1461622511,13356172959430.678,66630.26383756196,47087.24920126929,72370.73285034229,313780.1116073293,195887,0,8344621603.661715,1,15.109714130765198,369.1622815682546,289.2812305662144,11.48826029447492,90.93385649208189,23.152728610160555,48.07299656534119,621.3851111061906,0.8588696810291897,0.0780824610178309,420216591.8043687,73183816.43088867
Australia,2015,Solar,36686.87484123036,6675.52539950591,9199815199.858574,167859138,171468114416555.7,795014.2977803922,17128.727647382428,92159.2124166742,733414.0884172091,857159,0,7470607268.345285,0,11.423043578168226,1359.5565100117688,100.29763189712764,4.3136014676662535,68.76761407328846,36.50806652075356,69.63653626938095,985.8098955508914,0.2830310927583874,0.2240074691149788,112172465.38414924,928124045.0241166
Brazil,2017,Solar,26692.336430729,15439.168793844856,5621561057.915564,1012924343,113949512517358.05,744542.1843256163,1397.7369993464313,28812.18538920587,798888.9066241905,403406,1,5325255331.666983,1,-9.59320790950098,1644.6225154096487,157.33001534418548,5.43621864180259,20.18688729870899,54.98624380738508,16.34774803824841,729.223711257598,0.8359971356646255,0.2980480301630333,826906214.1070435,783239830.3166627
USA,2018,Solar,5940.143440487996,41237.74555732456,64155253.50968765,295597382,145667455207274.25,162832.5157566224,40954.08911018143,91432.65048704464,944647.9153287322,231892,0,2898323960.319715,0,36.41499101871784,833.5776689732586,167.49290699571264,7.501052250139463,31.533998061455197,21.11039086050885,36.82426953667167,119.35534465309767,0.4784368714863058,0.1910853743239179,252012355.993959,16054249.661709284
Canada,2000,Solar,80009.98965433861,15267.410266945846,5406475058.125562,959209079,89543367607450.61,402769.4515640148,89000.06470441294,78724.01452503534,768542.7491010553,600852,1,925010056.8668188,0,26.49180524703108,1324.318905648011,140.54646176992776,11.155496961638358,36.81048849287063,4.171998496855489,46.54507736159038,668.0159723099218,0.1370374841343462,0.2718522292666808,697403854.0407393,201051931.3843535
Australia,2006,Wind,8664.07753646996,40044.51381992148,473388339.97845626,295490813,30159623423892.53,7780.403273471232,59107.15151309627,63719.09234866441,657773.2573640558,211551,1,170495720.71039304,1,1.10544269881869,2395.742185198388,298.9898170474951,0.1645118674387369,28.539570709465444,77.95549892498491,13.675967258767365,374.6398909339516,0.0817345295567646,0.090213385540349,328661752.2166812,647607619.3606399
Russia,2012,Solar,21213.552699110536,36611.27123147678,5007163030.667938,1100471614,191254496954599.1,506752.793617674,94712.2162827272,54584.07069240863,210897.08934888957,960099,0,3988743694.945116,1,22.212270699871752,1866.747337635463,251.33234610309344,2.711270210093373,36.83661706931567,64.11590442927132,88.62679798717956,13.050260365301687,0.1258562382116052,0.3383793894394715,339486052.2214168,795930274.1662802
Russia,2003,Wind,53855.07701198815,38166.80075876563,3214713318.777473,836835009,66566139380555.85,395146.0683376887,89619.90086220935,2746.029335472103,823441.6711424091,202018,1,4400528715.8613,1,-0.8145048164118336,488.9228319685824,290.5837719111701,5.150869783782305,32.57939889964058,1.125626696184101,3.0296200412314733,690.1634557659323,0.9616878962730008,0.4085331687055825,866935775.6931914,341533886.27434325
USA,2008,Solar,31271.746366183143,22136.93104523617,6243248995.6032295,997545903,157488569849791.34,484319.2483031027,29616.003558822697,88015.09275526954,745532.5466455949,243331,0,1006304318.1668246,0,21.71840392631364,2640.3651168628726,285.89090522329445,10.172213339375352,1.7947759050362722,83.72826548107338,24.93240161574957,724.6146112524955,0.4489445736564955,0.1744732058359767,131060977.45572342,53107992.22808377
India,2014,Solar,95740.37616900384,8521.275048122614,1029960956.375064,1301647534,26199990370592.08,645215.5075727594,6204.623835052053,89979.87083151982,440927.8993302653,697895,0,940887058.2924284,1,19.73463151282314,599.1102790279942,138.6830058726872,14.317436497388549,56.18040777506671,29.57634346172125,48.3461198619566,435.3842689475922,0.1210522205909908,0.3286803130628508,911007793.8755502,275257450.37873256
Russia,2011,Wind,18139.64541151198,5658.389891379617,3356630970.1891828,1041076312,99006858411638.72,932109.9966857582,57678.52242303183,87877.218785775,425323.7059998377,34500,0,1381175480.1963048,1,18.12157259188799,247.8986170537577,289.6755450900879,10.836571711696276,26.616624990257357,19.01207896509446,40.86084857193121,564.0624525765372,0.1948874367937444,0.1707771762627768,282043376.5946018,626229965.6702219
India,2012,Solar,94062.12157545087,9109.366899979535,1867807445.2657185,199172304,33103821512438.24,47250.26141634965,92183.81201179198,97558.78081092106,272429.2112885528,600251,0,1683890494.5642903,1,13.201931257693818,767.8864966675964,156.7715139254205,6.0318411517572175,96.1051695116516,2.113899427881816,33.40786782419062,422.3405560156649,0.1685771812690822,0.2715912228252291,521472959.7834084,56809497.75464271
Australia,2003,Wind,51379.27759754123,38762.4558644698,4161960357.384649,722636446,131831074353076.4,512137.7650005316,13448.304599560135,68413.27912182141,625692.5560024468,112289,1,8101673051.162434,0,25.14548046488165,2849.9769901904565,292.2296069630312,14.434865983768615,23.9394234524129,14.194293436939054,95.2958313023266,563.139783440244,0.2422590387692199,0.3086061907974942,682920318.6102887,635594954.0542108
